section_code,student_code
SEC-CHEM-01,S0333
SEC-BIO-01,S0333
SEC-PHY-02,S0334
SEC-CHEM-02,S0334
SEC-BIO-02,S0334
SEC-PHY-03,S0335
SEC-CHEM-03,S0335
SEC-BIO-03,S0335
SEC-PHY-04,S0336
SEC-CHEM-04,S0336
SEC-BIO-04,S0336
SEC-PHY-01,S0337
SEC-CHEM-01,S0337
SEC-BIO-01,S0337
SEC-PHY-02,S0338
SEC-CHEM-02,S0338
SEC-BIO-02,S0338
SEC-PHY-03,S0339
SEC-CHEM-03,S0339
SEC-BIO-03,S0339
SEC-PHY-04,S0340
SEC-CHEM-04,S0340
SEC-BIO-04,S0340
SEC-HIS-01,S0341
SEC-POL-01,S0341
SEC-GEO-01,S0341
SEC-HIS-02,S0342
SEC-POL-02,S0342
SEC-GEO-02,S0342
SEC-HIS-03,S0343
SEC-POL-03,S0343
SEC-GEO-03,S0343
SEC-HIS-04,S0344
SEC-POL-04,S0344
SEC-GEO-04,S0344
SEC-HIS-01,S0345
SEC-POL-01,S0345
SEC-GEO-01,S0345
SEC-HIS-02,S0346
SEC-POL-02,S0346
SEC-GEO-02,S0346
SEC-HIS-03,S0347
SEC-POL-03,S0347
SEC-GEO-03,S0347
SEC-HIS-04,S0348
SEC-POL-04,S0348
SEC-GEO-04,S0348
SEC-HIS-01,S0349
SEC-POL-01,S0349
SEC-GEO-01,S0349
SEC-HIS-02,S0350
SEC-POL-02,S0350
SEC-GEO-02,S0350
SEC-HIS-03,S0351
SEC-POL-03,S0351
SEC-GEO-03,S0351
SEC-HIS-04,S0352
SEC-POL-04,S0352
SEC-GEO-04,S0352
SEC-HIS-01,S0353
SEC-POL-01,S0353
SEC-GEO-01,S0353
SEC-HIS-02,S0354
SEC-POL-02,S0354
SEC-GEO-02,S0354
SEC-HIS-03,S0355
SEC-POL-03,S0355
SEC-GEO-03,S0355
SEC-HIS-04,S0356
SEC-POL-04,S0356
SEC-GEO-04,S0356
SEC-HIS-01,S0357
SEC-POL-01,S0357
SEC-GEO-01,S0357
SEC-HIS-02,S0358
SEC-POL-02,S0358
SEC-GEO-02,S0358
SEC-HIS-03,S0359
SEC-POL-03,S0359
SEC-GEO-03,S0359
SEC-HIS-04,S0360
SEC-POL-04,S0360
SEC-GEO-04,S0360
SEC-PHY-01,S0361
SEC-CHEM-01,S0361
SEC-BIO-01,S0361
SEC-PHY-02,S0362
SEC-CHEM-02,S0362
SEC-BIO-02,S0362
SEC-PHY-03,S0363
SEC-CHEM-03,S0363
SEC-BIO-03,S0363
SEC-PHY-04,S0364
SEC-CHEM-04,S0364
SEC-BIO-04,S0364
SEC-PHY-01,S0365
SEC-CHEM-01,S0365
SEC-BIO-01,S0365
SEC-PHY-02,S0366
SEC-CHEM-02,S0366
SEC-BIO-02,S0366
SEC-PHY-03,S0367
SEC-CHEM-03,S0367
SEC-BIO-03,S0367
SEC-PHY-04,S0368
SEC-CHEM-04,S0368
SEC-BIO-04,S0368
SEC-PHY-01,S0369
SEC-CHEM-01,S0369
SEC-BIO-01,S0369
SEC-PHY-02,S0370
SEC-CHEM-02,S0370
SEC-BIO-02,S0370
SEC-PHY-03,S0371
SEC-CHEM-03,S0371
SEC-BIO-03,S0371
SEC-PHY-04,S0372
SEC-CHEM-04,S0372
SEC-BIO-04,S0372
SEC-PHY-01,S0373
SEC-CHEM-01,S0373
SEC-BIO-01,S0373
SEC-PHY-02,S0374
SEC-CHEM-02,S0374
SEC-BIO-02,S0374
SEC-PHY-03,S0375
SEC-CHEM-03,S0375
SEC-BIO-03,S0375
SEC-PHY-04,S0376
SEC-CHEM-04,S0376
SEC-BIO-04,S0376
SEC-PHY-01,S0377
SEC-CHEM-01,S0377
SEC-BIO-01,S0377
SEC-PHY-02,S0378
SEC-CHEM-02,S0378
SEC-BIO-02,S0378
SEC-PHY-03,S0379
SEC-CHEM-03,S0379
SEC-BIO-03,S0379
SEC-PHY-04,S0380
SEC-CHEM-04,S0380
SEC-BIO-04,S0380
SEC-HIS-01,S0381
SEC-POL-01,S0381
SEC-GEO-01,S0381
SEC-HIS-02,S0382
SEC-POL-02,S0382
SEC-GEO-02,S0382
SEC-HIS-03,S0383
SEC-POL-03,S0383
SEC-GEO-03,S0383
SEC-HIS-04,S0384
SEC-POL-04,S0384
SEC-GEO-04,S0384
SEC-HIS-01,S0385
SEC-POL-01,S0385
SEC-GEO-01,S0385
SEC-HIS-02,S0386
SEC-POL-02,S0386
SEC-GEO-02,S0386
SEC-HIS-03,S0387
SEC-POL-03,S0387
SEC-GEO-03,S0387
SEC-HIS-04,S0388
SEC-POL-04,S0388
SEC-GEO-04,S0388
SEC-HIS-01,S0389
SEC-POL-01,S0389
SEC-GEO-01,S0389
SEC-HIS-02,S0390
SEC-POL-02,S0390
SEC-GEO-02,S0390
SEC-HIS-03,S0391
SEC-POL-03,S0391
SEC-GEO-03,S0391
SEC-HIS-04,S0392
SEC-POL-04,S0392
SEC-GEO-04,S0392
SEC-HIS-01,S0393
SEC-POL-01,S0393
SEC-GEO-01,S0393
SEC-HIS-02,S0394
SEC-POL-02,S0394
SEC-GEO-02,S0394
SEC-HIS-03,S0395
SEC-POL-03,S0395
SEC-GEO-03,S0395
SEC-HIS-04,S0396
SEC-POL-04,S0396
SEC-GEO-04,S0396
SEC-HIS-01,S0397
SEC-POL-01,S0397
SEC-GEO-01,S0397
SEC-HIS-02,S0398
SEC-POL-02,S0398
SEC-GEO-02,S0398
SEC-HIS-03,S0399
SEC-POL-03,S0399
SEC-GEO-03,S0399
SEC-HIS-04,S0400
SEC-POL-04,S0400
SEC-GEO-04,S0400
SEC-PHY-01,S0401
SEC-CHEM-01,S0401
SEC-BIO-01,S0401
SEC-PHY-02,S0402
SEC-CHEM-02,S0402
SEC-BIO-02,S0402
SEC-PHY-03,S0403
SEC-CHEM-03,S0403
SEC-BIO-03,S0403
SEC-PHY-04,S0404
SEC-CHEM-04,S0404
SEC-BIO-04,S0404
SEC-PHY-01,S0405
SEC-CHEM-01,S0405
SEC-BIO-01,S0405
SEC-PHY-02,S0406
SEC-CHEM-02,S0406
SEC-BIO-02,S0406
SEC-PHY-03,S0407
SEC-CHEM-03,S0407
SEC-BIO-03,S0407
SEC-PHY-04,S0408
SEC-CHEM-04,S0408
SEC-BIO-04,S0408
SEC-PHY-01,S0409
SEC-CHEM-01,S0409
SEC-BIO-01,S0409
SEC-PHY-02,S0410
SEC-CHEM-02,S0410
SEC-BIO-02,S0410
SEC-PHY-03,S0411
SEC-CHEM-03,S0411
SEC-BIO-03,S0411
SEC-PHY-04,S0412
SEC-CHEM-04,S0412
SEC-BIO-04,S0412
SEC-PHY-01,S0413
SEC-CHEM-01,S0413
SEC-BIO-01,S0413
SEC-PHY-02,S0414
SEC-CHEM-02,S0414
SEC-BIO-02,S0414
SEC-PHY-03,S0415
SEC-CHEM-03,S0415
SEC-BIO-03,S0415
SEC-PHY-04,S0416
SEC-CHEM-04,S0416
SEC-BIO-04,S0416
SEC-PHY-01,S0417
SEC-CHEM-01,S0417
SEC-BIO-01,S0417
SEC-PHY-02,S0418
SEC-CHEM-02,S0418
SEC-BIO-02,S0418
SEC-PHY-03,S0419
SEC-CHEM-03,S0419
SEC-BIO-03,S0419
SEC-PHY-04,S0420
SEC-CHEM-04,S0420
SEC-BIO-04,S0420
SEC-HIS-01,S0421
SEC-POL-01,S0421
SEC-GEO-01,S0421
SEC-HIS-02,S0422
SEC-POL-02,S0422
SEC-GEO-02,S0422
SEC-HIS-03,S0423
SEC-POL-03,S0423
SEC-GEO-03,S0423
SEC-HIS-04,S0424
SEC-POL-04,S0424
SEC-GEO-04,S0424
SEC-HIS-01,S0425
SEC-POL-01,S0425
SEC-GEO-01,S0425
SEC-HIS-02,S0426
SEC-POL-02,S0426
SEC-GEO-02,S0426
SEC-HIS-03,S0427
SEC-POL-03,S0427
SEC-GEO-03,S0427
SEC-HIS-04,S0428
SEC-POL-04,S0428
SEC-GEO-04,S0428
SEC-HIS-01,S0429
SEC-POL-01,S0429
SEC-GEO-01,S0429
SEC-HIS-02,S0430
SEC-POL-02,S0430
SEC-GEO-02,S0430
SEC-HIS-03,S0431
SEC-POL-03,S0431
SEC-GEO-03,S0431
SEC-HIS-04,S0432
SEC-POL-04,S0432
SEC-GEO-04,S0432
SEC-HIS-01,S0433
SEC-POL-01,S0433
SEC-GEO-01,S0433
SEC-HIS-02,S0434
SEC-POL-02,S0434
SEC-GEO-02,S0434
SEC-HIS-03,S0435
SEC-POL-03,S0435
SEC-GEO-03,S0435
SEC-HIS-04,S0436
SEC-POL-04,S0436
SEC-GEO-04,S0436
SEC-HIS-01,S0437
SEC-POL-01,S0437
SEC-GEO-01,S0437
SEC-HIS-02,S0438
SEC-POL-02,S0438
SEC-GEO-02,S0438
SEC-HIS-03,S0439
SEC-POL-03,S0439
SEC-GEO-03,S0439
SEC-HIS-04,S0440
SEC-POL-04,S0440
SEC-GEO-04,S0440
SEC-PHY-01,S0441
SEC-CHEM-01,S0441
SEC-BIO-01,S0441
SEC-PHY-02,S0442
SEC-CHEM-02,S0442
SEC-BIO-02,S0442
SEC-PHY-03,S0443
SEC-CHEM-03,S0443
SEC-BIO-03,S0443
SEC-PHY-04,S0444
SEC-CHEM-04,S0444
SEC-BIO-04,S0444
SEC-PHY-01,S0445
SEC-CHEM-01,S0445
SEC-BIO-01,S0445
SEC-PHY-02,S0446
SEC-CHEM-02,S0446
SEC-BIO-02,S0446
SEC-PHY-03,S0447
SEC-CHEM-03,S0447
SEC-BIO-03,S0447
SEC-PHY-04,S0448
SEC-CHEM-04,S0448
SEC-BIO-04,S0448
SEC-PHY-01,S0449
SEC-CHEM-01,S0449
SEC-BIO-01,S0449
SEC-PHY-02,S0450
SEC-CHEM-02,S0450
SEC-BIO-02,S0450
SEC-PHY-03,S0451
SEC-CHEM-03,S0451
SEC-BIO-03,S0451
SEC-PHY-04,S0452
SEC-CHEM-04,S0452
SEC-BIO-04,S0452
SEC-PHY-01,S0453
SEC-CHEM-01,S0453
SEC-BIO-01,S0453
SEC-PHY-02,S0454
SEC-CHEM-02,S0454
SEC-BIO-02,S0454
SEC-PHY-03,S0455
SEC-CHEM-03,S0455
SEC-BIO-03,S0455
SEC-PHY-04,S0456
SEC-CHEM-04,S0456
SEC-BIO-04,S0456
SEC-PHY-01,S0457
SEC-CHEM-01,S0457
SEC-BIO-01,S0457
SEC-PHY-02,S0458
SEC-CHEM-02,S0458
SEC-BIO-02,S0458
SEC-PHY-03,S0459
SEC-CHEM-03,S0459
SEC-BIO-03,S0459
SEC-PHY-04,S0460
SEC-CHEM-04,S0460
SEC-BIO-04,S0460
SEC-HIS-01,S0461
SEC-POL-01,S0461
SEC-GEO-01,S0461
SEC-HIS-02,S0462
SEC-POL-02,S0462
SEC-GEO-02,S0462
SEC-HIS-03,S0463
SEC-POL-03,S0463
SEC-GEO-03,S0463
SEC-HIS-04,S0464
SEC-POL-04,S0464
SEC-GEO-04,S0464
SEC-HIS-01,S0465
SEC-POL-01,S0465
SEC-GEO-01,S0465
SEC-HIS-02,S0466
SEC-POL-02,S0466
SEC-GEO-02,S0466
SEC-HIS-03,S0467
SEC-POL-03,S0467
SEC-GEO-03,S0467
SEC-HIS-04,S0468
SEC-POL-04,S0468
SEC-GEO-04,S0468
SEC-HIS-01,S0469
SEC-POL-01,S0469
SEC-GEO-01,S0469
SEC-HIS-02,S0470
SEC-POL-02,S0470
SEC-GEO-02,S0470
SEC-HIS-03,S0471
SEC-POL-03,S0471
SEC-GEO-03,S0471
SEC-HIS-04,S0472
SEC-POL-04,S0472
SEC-GEO-04,S0472
SEC-HIS-01,S0473
SEC-POL-01,S0473
SEC-GEO-01,S0473
SEC-HIS-02,S0474
SEC-POL-02,S0474
SEC-GEO-02,S0474
SEC-HIS-03,S0475
SEC-POL-03,S0475
SEC-GEO-03,S0475
SEC-HIS-04,S0476
SEC-POL-04,S0476
SEC-GEO-04,S0476
SEC-HIS-01,S0477
SEC-POL-01,S0477
SEC-GEO-01,S0477
SEC-HIS-02,S0478
SEC-POL-02,S0478
SEC-GEO-02,S0478
SEC-HIS-03,S0479
SEC-POL-03,S0479
SEC-GEO-03,S0479
SEC-HIS-04,S0480
SEC-POL-04,S0480
SEC-GEO-04,S0480
